s,S,F,R,RT,congruent,OverallAcc
42,s1,S,r1,0.264,0,1
42,s2,S,r2,0.328,0,1
42,s2,S,r2,0.293,1,1
42,s2,S,r2,0.292,1,1
42,s2,S,r2,0.322,1,1
42,s2,S,r2,0.32,1,1
42,s1,S,r1,0.365,1,1
42,s2,S,r1,0.329,0,0
42,s1,S,r1,0.342,1,1
42,s1,S,r1,0.258,1,1
42,s2,S,r1,0.162,0,0
42,s1,S,r1,0.439,1,1
42,s2,S,r2,0.319,1,1
42,s1,S,r1,0.333,1,1
42,s2,S,r2,0.298,1,1
42,s2,S,r2,0.361,1,1
42,s1,S,r1,0.373,1,1
42,s2,S,r1,0.288,1,0
42,s1,S,r2,0.287,1,0
42,s2,S,r2,0.335,1,1
42,s1,S,r1,0.348,1,1
42,s2,S,r1,0.264,0,0
42,s1,S,r1,0.328,1,1
42,s2,S,r2,0.357,1,1
42,s1,S,r1,0.322,1,1
42,s1,S,r1,0.399,1,1
42,s1,S,r1,0.33,1,1
42,s1,S,r1,0.279,1,1
42,s2,S,r2,0.358,1,1
42,s2,S,r1,0.29,0,0
42,s2,S,r2,0.322,1,1
42,s1,S,r1,0.334,1,1
42,s1,S,r1,0.299,1,1
42,s2,S,r2,0.363,1,1
42,s2,S,r2,0.31,1,1
42,s2,S,r2,0.307,1,1
42,s2,S,r2,0.418,0,1
42,s2,S,r2,0.347,1,1
42,s2,S,r2,0.328,1,1
42,s1,S,r1,0.341,1,1
42,s2,S,r2,0.322,1,1
42,s1,S,r1,0.336,1,1
42,s2,S,r2,0.317,1,1
42,s2,S,r2,0.283,1,1
42,s1,S,r1,0.378,1,1
42,s2,S,r2,0.357,1,1
42,s1,S,r1,0.417,0,1
42,s1,S,r1,0.395,1,1
42,s1,S,r1,0.325,1,1
42,s1,S,r1,0.291,0,1
42,s1,S,r1,0.29,1,1
42,s1,S,r2,0.337,0,0
42,s2,S,r2,0.286,1,1
42,s2,S,r2,0.317,1,1
42,s2,S,r2,0.315,1,1
42,s2,S,r2,0.281,0,1
42,s2,S,r2,0.552,0,1
42,s1,S,r1,0.54,1,1
42,s1,S,r1,0.304,0,1
42,s2,S,r1,0.255,0,0
42,s2,S,r2,0.432,0,1
42,s2,S,r2,0.312,1,1
42,s1,S,r1,0.758,1,1
42,s1,S,r1,0.305,1,1
42,s1,S,r1,0.336,1,1
42,s1,S,r1,0.317,1,1
42,s1,S,r1,0.33,1,1
42,s1,S,r1,0.343,1,1
42,s2,S,r2,0.324,1,1
42,s2,S,r2,0.321,0,1
42,s2,S,r2,0.286,1,1
42,s2,S,r2,0.286,0,1
42,s1,S,r2,0.349,0,0
42,s2,S,r2,0.313,1,1
42,s2,S,r2,0.391,0,1
42,s2,S,r2,0.386,1,1
42,s1,S,r2,0.397,0,0
42,s1,S,r1,0.311,1,1
42,s2,S,r2,0.517,0,1
42,s1,S,r1,0.346,1,1
42,s2,S,r1,0.262,0,0
42,s2,S,r2,0.374,1,1
42,s2,S,r2,0.306,1,1
42,s1,S,r1,0.369,1,1
42,s1,S,r1,0.332,0,1
42,s1,S,r1,0.281,0,1
42,s1,S,r1,0.328,1,1
42,s1,S,r1,0.294,1,1
42,s2,S,r1,0.308,1,0
42,s2,S,r1,0.291,0,0
42,s1,S,r1,0.354,1,1
42,s1,S,r1,0.43,1,1
42,s2,S,r2,0.407,1,1
42,s2,S,r2,0.417,1,1
42,s2,S,r2,0.235,1,1
42,s1,S,r1,0.348,1,1
42,s1,S,r1,0.472,0,1
42,s2,S,r2,0.432,1,1
42,s2,S,r2,0.424,1,1
43,s1,S,r1,0.454,1,1
43,s2,S,r2,0.478,1,1
43,s1,S,r1,0.324,1,1
43,s1,S,r1,0.482,0,1
43,s1,S,r1,0.392,1,1
43,s2,S,r2,0.387,1,1
43,s2,S,r2,0.397,1,1
43,s2,S,r2,0.328,1,1
43,s2,S,r1,0.341,0,0
43,s1,S,r1,0.498,0,1
43,s1,S,r1,0.344,1,1
43,s2,S,r2,0.324,1,1
43,s1,S,r1,0.514,1,1
43,s1,S,r1,0.375,1,1
43,s2,S,r2,0.386,1,1
43,s1,S,r1,0.365,1,1
43,s1,S,r1,0.345,0,1
43,s1,S,r1,0.373,0,1
43,s1,S,r1,0.305,1,1
43,s1,S,r1,0.287,1,1
43,s2,S,r2,0.367,1,1
43,s1,S,r1,0.378,1,1
43,s1,S,r1,0.405,1,1
43,s1,S,r1,0.287,1,1
43,s2,S,r2,0.414,0,1
43,s2,S,r2,0.36,0,1
43,s2,S,r2,0.436,1,1
43,s2,S,r2,0.396,0,1
43,s2,S,r2,0.326,1,1
43,s1,S,r2,0.323,1,0
43,s2,S,r1,0.401,1,0
43,s2,S,r2,0.427,1,1
43,s2,S,r1,0.388,1,0
43,s1,S,r1,0.463,1,1
43,s1,S,r1,0.47,1,1
43,s1,S,r1,0.317,1,1
43,s1,S,r1,0.347,1,1
43,s1,S,r1,0.296,1,1
43,s1,S,r2,0.358,0,0
43,s2,S,r1,0.29,1,0
43,s1,S,r1,0.336,1,1
43,s2,S,r2,0.381,1,1
43,s1,S,r2,0.376,0,0
43,s2,S,r1,0.371,1,0
43,s1,S,r1,0.511,1,1
43,s2,S,r1,0.388,1,0
43,s1,S,r1,0.367,1,1
43,s1,S,r1,0.362,0,1
43,s1,S,r1,0.342,1,1
43,s1,S,r1,0.322,1,1
43,s2,S,r2,0.368,1,1
43,s2,S,r2,0.3,1,1
43,s2,S,r2,0.409,0,1
43,s2,S,r2,0.403,1,1
43,s2,S,r2,0.316,1,1
43,s2,S,r2,0.314,1,1
43,s2,S,r2,0.312,1,1
43,s1,S,r1,0.341,1,1
43,s1,S,r1,0.434,1,1
43,s2,S,r2,0.395,1,1
43,s1,S,r1,0.389,1,1
43,s1,S,r1,0.368,1,1
43,s2,S,r2,0.379,1,1
43,s1,S,r1,0.454,1,1
43,s1,S,r1,0.318,1,1
43,s2,S,r2,0.38,1,1
43,s1,S,r2,0.343,1,0
43,s1,S,r1,0.355,1,1
43,s2,S,r2,0.399,1,1
43,s1,S,r2,0.33,1,0
43,s2,S,r2,0.407,1,1
43,s2,S,r2,0.449,1,1
43,s1,S,r1,0.393,1,1
43,s1,S,r1,0.275,1,1
43,s2,S,r2,0.402,1,1
43,s2,S,r2,0.444,0,1
43,s2,S,r2,0.388,1,1
43,s1,S,r1,0.383,1,1
43,s1,S,r1,0.458,1,1
43,s2,S,r1,0.322,0,0
43,s2,S,r2,0.464,1,1
43,s2,S,r2,0.359,1,1
43,s1,S,r1,0.403,1,1
43,s1,S,r1,0.349,1,1
43,s2,S,r2,0.489,0,1
43,s1,S,r1,0.592,0,1
43,s1,S,r1,0.386,1,1
43,s2,S,r2,0.493,0,1
43,s2,S,r2,0.403,1,1
43,s2,S,r2,0.413,1,1
43,s1,S,r1,0.487,0,1
43,s1,S,r1,0.397,0,1
43,s1,S,r1,0.344,0,1
43,s1,S,r1,0.42,1,1
43,s1,S,r1,0.317,1,1
43,s1,S,r1,0.347,1,1
43,s2,S,r2,0.488,1,1
43,s1,S,r1,0.35,1,1
43,s2,S,r1,0.362,1,0
43,s2,S,r1,0.406,0,0
43,s2,S,r2,0.572,1,1
43,s1,S,r1,0.479,1,1
43,s1,S,r1,0.341,1,1
43,s2,S,r1,0.37,0,0
43,s2,S,r2,0.494,0,1
43,s1,S,r1,0.452,1,1
43,s2,S,r2,0.476,1,1
43,s1,S,r1,0.45,0,1
43,s1,S,r1,0.394,0,1
43,s1,S,r1,0.452,0,1
43,s2,S,r2,0.396,1,1
43,s1,S,r1,0.391,1,1
43,s2,S,r2,0.465,0,1
43,s1,S,r1,0.409,1,1
43,s2,S,r2,0.483,1,1
43,s1,S,r1,0.473,0,1
43,s1,S,r1,0.369,1,1
43,s1,S,r1,0.412,1,1
43,s2,S,r2,0.438,1,1
43,s1,S,r1,0.43,0,1
43,s2,S,r2,0.535,1,1
43,s1,S,r1,0.459,1,1
43,s2,S,r2,0.483,1,1
43,s1,S,r1,0.378,1,1
43,s1,S,r1,0.357,0,1
43,s2,S,r2,0.465,1,1
43,s2,S,r2,0.392,1,1
43,s1,S,r1,0.387,0,1
43,s2,S,r2,0.573,1,1
43,s2,S,r2,0.4,1,1
43,s2,S,r2,0.475,0,1
43,s2,S,r2,0.402,1,1
43,s1,S,r1,0.428,1,1
43,s2,S,r2,0.436,1,1
43,s2,S,r2,0.413,1,1
43,s1,S,r1,0.39,1,1
43,s2,S,r2,0.433,0,1
43,s1,S,r1,0.426,1,1
43,s2,S,r2,0.403,1,1
43,s1,S,r1,0.397,1,1
43,s2,S,r2,0.471,0,1
43,s2,S,r2,0.446,1,1
43,s1,S,r1,0.39,1,1
43,s2,S,r2,0.321,1,1
43,s2,S,r2,0.446,0,1
43,s1,S,r2,0.358,1,0
43,s2,S,r1,0.338,1,0
43,s1,S,r2,0.591,0,0
43,s2,S,r2,0.432,1,1
43,s1,S,r1,0.361,0,1
43,s1,S,r1,0.389,1,1
43,s1,S,r1,0.368,1,1
43,s1,S,r1,0.347,1,1
43,s1,S,r1,0.36,1,1
43,s1,S,r1,0.291,1,1
43,s2,S,r2,0.418,1,1
43,s2,S,r2,0.443,0,1
43,s1,S,r1,0.387,1,1
43,s1,S,r1,0.446,1,1
43,s1,S,r1,0.326,1,1
43,s2,S,r2,0.435,1,1
43,s2,S,r2,0.38,1,1
43,s1,S,r1,0.375,1,1
43,s1,S,r1,0.45,1,1
43,s1,S,r1,0.33,1,1
43,s2,S,r2,0.391,1,1
43,s2,S,r2,0.37,1,1
43,s1,S,r1,0.382,1,1
43,s1,S,r1,0.377,1,1
43,s2,S,r2,0.516,0,1
43,s1,S,r1,0.425,1,1
43,s1,S,r1,0.322,1,1
43,s1,S,r1,0.32,1,1
43,s1,S,r1,0.334,1,1
43,s1,S,r1,0.299,1,1
43,s2,S,r2,0.329,1,1
43,s2,S,r2,0.422,1,1
43,s2,S,r2,0.384,1,1
43,s2,S,r1,0.395,0,0
43,s2,S,r2,0.357,0,1
43,s1,S,r1,0.401,1,1
43,s2,S,r1,0.379,1,0
43,s1,S,r1,0.39,1,1
43,s2,S,r2,0.385,1,1
43,s1,S,r1,0.444,0,1
43,s2,S,r2,0.388,1,1
43,s2,S,r1,0.271,0,0
43,s1,S,r1,0.335,1,1
43,s1,S,r2,0.316,1,0
43,s2,S,r2,0.474,1,1
43,s2,S,r2,0.368,1,1
43,s2,S,r2,0.364,1,1
43,s1,S,r1,0.359,1,1
43,s2,S,r1,0.404,0,0
43,s2,S,r2,0.478,1,1
43,s1,S,r1,0.388,1,1
43,s2,S,r2,0.415,1,1
43,s2,S,r2,0.409,1,1
43,s1,S,r1,0.435,0,1
43,s2,S,r1,0.412,1,0
43,s1,S,r1,0.33,1,1
43,s1,S,r1,0.295,1,1
43,s1,S,r2,0.405,0,0
43,s2,S,r2,0.333,1,1
43,s2,S,r2,0.314,1,1
43,s2,S,r2,0.311,0,1
43,s2,S,r2,0.34,1,1
43,s1,S,r1,0.431,1,1
43,s1,S,r1,0.328,1,1
43,s2,S,r2,0.421,1,1
43,s1,S,r1,0.287,1,1
43,s2,S,r1,0.35,0,0
43,s2,S,r2,0.314,1,1
43,s2,S,r2,0.328,1,1
43,s1,S,r1,0.373,0,1
43,s1,S,r1,0.271,1,1
43,s1,S,r1,0.254,1,1
43,s1,S,r2,0.285,1,0
43,s1,S,r1,0.252,1,1
43,s1,S,r2,0.349,1,0
43,s2,S,r1,0.393,0,0
43,s2,S,r2,0.45,1,1
43,s2,S,r2,0.299,1,1
43,s2,S,r2,0.33,1,1
43,s1,S,r2,0.342,1,0
43,s2,S,r2,0.386,1,1
43,s1,S,r1,0.333,0,1
43,s2,S,r2,0.378,1,1
43,s1,S,r1,0.229,1,1
43,s2,S,r1,0.327,1,0
43,s2,S,r2,0.42,1,1
43,s1,S,r1,0.397,1,1
43,s2,S,r1,0.343,0,0
43,s2,S,r1,0.436,0,0
43,s2,S,r2,0.38,0,1
43,s2,S,r2,0.423,1,1
43,s1,S,r1,0.384,1,1
43,s1,S,r2,0.475,0,0
43,s1,S,r1,0.353,1,1
43,s1,S,r1,0.494,0,1
43,s2,S,r2,0.467,1,1
43,s1,S,r1,0.379,1,1
43,s2,S,r2,0.47,1,1
43,s1,S,r1,0.381,1,1
43,s1,S,r1,0.344,1,1
43,s1,S,r1,0.308,1,1
43,s2,S,r2,0.45,0,1
43,s2,S,r2,0.362,1,1
43,s1,S,r1,0.453,1,1
43,s1,S,r1,0.381,1,1
43,s2,S,r2,0.424,0,1
43,s2,S,r2,0.464,1,1
43,s1,S,r1,0.392,1,1
43,s1,S,r1,0.37,1,1
43,s2,S,r2,0.429,1,1
43,s1,S,r1,0.406,0,1
43,s2,S,r2,0.576,0,1
43,s2,S,r2,0.418,1,1
43,s1,S,r1,0.444,0,1
43,s2,S,r2,0.484,1,1
43,s1,S,r1,0.41,0,1
43,s2,S,r2,0.468,0,1
43,s2,S,r2,0.427,1,1
43,s1,S,r1,0.436,1,1
43,s2,S,r2,0.46,1,1
43,s2,S,r2,0.884,0,1
43,s1,S,r1,0.393,1,1
43,s1,S,r1,0.515,1,1
43,s2,S,r2,0.424,1,1
43,s2,S,r2,0.385,1,1
43,s2,S,r2,0.428,0,1
43,s2,S,r2,0.341,0,1
43,s2,S,r2,0.37,1,1
43,s1,S,r1,0.35,1,1
43,s2,S,r2,0.394,1,1
43,s1,S,r1,0.388,1,1
43,s2,S,r2,0.351,1,1
43,s2,S,r1,0.251,1,0
43,s1,S,r1,0.364,1,1
43,s2,S,r2,0.488,1,1
43,s2,S,r1,0.366,1,0
43,s2,S,r1,0.378,1,0
43,s1,S,r1,0.485,1,1
43,s1,S,r1,0.411,1,1
43,s2,S,r2,0.421,1,1
43,s1,S,r1,0.366,1,1
43,s2,S,r2,0.33,1,1
43,s2,S,r2,0.391,1,1
43,s1,S,r1,0.434,1,1
43,s1,S,r1,0.426,1,1
43,s2,S,r2,0.403,1,1
43,s1,S,r1,0.333,1,1
43,s2,S,r2,0.41,1,1
43,s2,S,r2,0.468,1,1
43,s2,S,r1,0.507,1,0
43,s2,S,r1,0.369,1,0
43,s2,S,r2,0.331,1,1
43,s1,S,r1,0.441,1,1
43,s1,S,r1,0.482,0,1
43,s2,S,r2,0.44,1,1
43,s1,S,r2,0.468,0,0
43,s1,S,r1,0.331,1,1
43,s2,S,r1,0.296,0,0
43,s1,S,r1,0.375,1,1
43,s1,S,r1,0.291,1,1
43,s2,S,r2,0.37,1,1
43,s2,S,r2,0.381,1,1
43,s2,S,r1,0.328,0,0
43,s1,S,r1,0.357,1,1
43,s1,S,r1,0.338,0,1
43,s2,S,r2,0.351,1,1
43,s2,S,r2,0.347,1,1
43,s2,S,r2,0.423,0,1
43,s2,S,r2,0.305,0,1
43,s2,S,r2,0.415,1,1
43,s2,S,r2,0.313,1,1
43,s1,S,r1,0.391,1,1
43,s2,S,r2,0.465,1,1
43,s2,S,r2,0.345,1,1
43,s2,S,r2,0.325,1,1
43,s1,S,r2,0.354,0,0
43,s1,S,r2,0.382,0,0
43,s2,S,r2,0.425,1,1
43,s2,S,r2,0.402,1,1
43,s2,S,r2,0.476,1,1
43,s2,S,r2,0.354,1,1
43,s1,S,r1,0.43,0,1
43,s2,S,r2,0.487,0,1
43,s2,S,r2,0.366,1,1
43,s1,S,r1,0.425,1,1
43,s2,S,r2,0.402,1,1
43,s1,S,r1,0.428,1,1
43,s1,S,r1,0.341,1,1
43,s1,S,r2,0.417,0,0
43,s1,S,r1,0.347,1,1
43,s1,S,r1,0.375,0,1
43,s1,S,r1,0.322,1,1
43,s1,S,r1,0.336,1,1
43,s1,S,r1,0.333,1,1
43,s1,S,r1,0.362,0,1
43,s1,S,r1,0.549,0,1
43,s2,S,r1,0.313,0,0
43,s2,S,r2,0.407,1,1
43,s2,S,r2,0.337,1,1
43,s2,S,r1,0.414,0,0
43,s2,S,r1,0.423,1,0
43,s2,S,r2,0.529,1,1
43,s1,S,r1,0.389,1,1
43,s1,S,r1,0.368,1,1
43,s1,S,r1,0.348,1,1
43,s1,S,r1,0.488,0,1
43,s1,S,r1,0.335,1,1
43,s2,S,r2,0.428,0,1
43,s1,S,r1,0.468,0,1
43,s2,S,r2,0.508,1,1
43,s2,S,r2,0.401,1,1
43,s2,S,r2,0.396,1,1
43,s1,S,r1,0.404,1,1
43,s1,S,r1,0.414,0,1
43,s2,S,r2,0.424,1,1
43,s1,S,r1,0.464,1,1
43,s2,S,r2,0.425,1,1
43,s2,S,r2,0.433,0,1
43,s2,S,r2,0.346,1,1
43,s1,S,r1,0.438,0,1
43,s1,S,r1,0.366,1,1
43,s2,S,r2,0.426,0,1
43,s2,S,r2,0.387,1,1
43,s2,S,r2,0.398,1,1
43,s1,S,r1,0.408,1,1
43,s1,S,r2,0.514,1,0
43,s1,S,r1,0.423,1,1
43,s2,S,r2,0.385,1,1
43,s2,S,r2,0.412,0,1
43,s1,S,r1,0.405,1,1
43,s2,S,r2,0.415,1,1
43,s1,S,r1,0.345,1,1
43,s2,S,r2,0.613,1,1
43,s1,S,r1,0.39,1,1
43,s2,S,r2,0.545,1,1
43,s2,S,r1,0.404,0,0
43,s2,S,r2,0.35,1,1
43,s1,S,r2,0.635,0,0
43,s2,S,r2,0.363,1,1
43,s1,S,r1,0.39,1,1
43,s2,S,r2,0.449,1,1
43,s1,S,r1,0.409,0,1
43,s2,S,r1,0.419,0,0
43,s2,S,r2,0.348,1,1
43,s1,S,r1,0.392,1,1
43,s1,S,r2,0.387,1,0
43,s1,S,r2,0.397,1,0
43,s1,S,r1,0.344,1,1
43,s1,S,r1,0.324,1,1
43,s2,S,r2,0.434,1,1
43,s2,S,r1,0.442,0,0
43,s2,S,r2,0.435,1,1
43,s1,S,r1,0.428,0,1
43,s2,S,r2,0.405,1,1
43,s2,S,r2,0.382,1,1
43,s2,S,r2,0.436,1,1
43,s2,S,r2,0.333,1,1
43,s1,S,r2,0.298,0,0
43,s2,S,r2,0.344,1,1
43,s2,S,r2,0.405,1,1
43,s2,S,r2,0.319,1,1
43,s2,S,r1,0.412,0,0
43,s1,S,r1,0.422,0,1
43,s2,S,r1,0.351,1,0
43,s2,S,r2,0.316,1,1
43,s1,S,r1,0.425,0,1
43,s1,S,r1,0.291,1,1
43,s2,S,r2,0.354,1,1
43,s2,S,r2,0.382,0,1
43,s1,S,r1,0.441,1,1
43,s1,S,r2,0.337,0,0
43,s1,S,r1,0.302,1,1
43,s1,S,r1,0.301,0,1
43,s2,S,r2,0.443,0,1
43,s2,S,r2,0.339,1,1
43,s2,S,r2,0.369,1,1
43,s1,S,r1,0.428,0,1
43,s1,S,r1,0.357,1,1
43,s2,S,r2,0.465,1,1
43,s2,S,r2,0.36,1,1
43,s2,S,r2,0.308,1,1
43,s1,S,r1,0.354,1,1
43,s1,S,r1,0.302,1,1
43,s1,S,r1,0.397,0,1
43,s2,S,r2,0.455,0,1
43,s1,S,r1,0.415,1,1
43,s2,S,r1,0.392,0,0
43,s1,S,r1,0.354,1,1
43,s2,S,r2,0.335,1,1
43,s2,S,r1,0.395,0,0
43,s1,S,r2,0.438,0,0
43,s1,S,r1,0.318,1,1
43,s2,S,r2,0.38,1,1
43,s1,S,r1,0.375,0,1
43,s1,S,r1,0.385,1,1
43,s2,S,r2,0.475,0,1
43,s2,S,r2,0.418,1,1
43,s2,S,r2,0.363,1,1
43,s2,S,r2,0.327,1,1
43,s1,S,r1,0.356,1,1
43,s2,S,r1,0.352,0,0
43,s1,S,r1,0.413,1,1
43,s2,S,r1,0.326,0,0
43,s2,S,r2,0.515,1,1
43,s1,S,r1,0.392,1,1
43,s1,S,r1,0.338,0,1
43,s1,S,r1,0.336,1,1
43,s1,S,r1,0.397,1,1
43,s1,S,r1,0.327,1,1
43,s2,S,r2,0.372,1,1
43,s1,S,r1,0.431,1,1
43,s2,S,r2,0.424,0,1
43,s2,S,r2,0.401,1,1
43,s1,S,r1,0.427,0,1
43,s2,S,r2,0.42,1,1
43,s2,S,r2,0.413,1,1
43,s2,S,r2,0.423,1,1
43,s1,S,r1,0.432,1,1
43,s2,S,r2,0.393,0,1
43,s1,S,r1,0.419,0,1
43,s2,S,r2,0.492,0,1
43,s2,S,r2,0.515,1,1
43,s1,S,r1,0.36,1,1
43,s1,S,r1,0.34,1,1
43,s2,S,r2,0.449,0,1
43,s2,S,r2,0.393,1,1
43,s1,S,r1,0.451,1,1
43,s2,S,r2,0.459,0,1
43,s2,S,r2,0.387,1,1
43,s2,S,r2,0.382,1,1
43,s1,S,r1,0.537,1,1
43,s2,S,r2,0.414,1,1
43,s1,S,r2,0.375,1,0
43,s2,S,r1,0.435,0,0
43,s2,S,r2,0.379,1,1
43,s2,S,r2,0.406,1,1
43,s2,S,r1,0.432,0,0
43,s1,S,r1,0.457,1,1
43,s1,S,r1,0.385,1,1
43,s1,S,r1,0.396,1,1
43,s2,S,r1,0.39,1,0
43,s2,S,r2,0.529,1,1
43,s2,S,r2,0.373,1,1
43,s1,S,r1,0.449,0,1
43,s1,S,r1,0.377,1,1
43,s1,S,r1,0.388,1,1
43,s2,S,r2,0.447,0,1
43,s1,S,r1,0.439,1,1
43,s2,S,r2,0.415,1,1
43,s1,S,r1,0.425,1,1
43,s2,S,r2,0.434,0,1
43,s2,S,r2,0.427,1,1
43,s2,S,r2,0.388,1,1
43,s1,S,r1,0.399,1,1
43,s2,S,r1,0.377,1,0
43,s2,S,r2,0.407,1,1
43,s1,S,r1,0.561,1,1
43,s1,S,r2,0.452,0,0
43,s1,S,r1,0.332,1,1
43,s1,S,r1,0.345,1,1
43,s2,S,r2,0.453,0,1
43,s2,S,r2,0.365,1,1
43,s2,S,r2,0.345,1,1
43,s1,S,r1,0.341,1,1
43,s2,S,r1,0.338,1,0
43,s2,S,r2,0.335,1,1
43,s1,S,r1,0.348,1,1
43,s1,S,r2,0.377,1,0
43,s1,S,r1,0.324,1,1
43,s1,S,r1,0.258,0,1
43,s2,S,r2,0.465,1,1
43,s2,S,r2,0.345,1,1
43,s1,S,r1,0.405,1,1
43,s1,S,r1,0.351,0,1
43,s2,S,r2,0.54,1,1
43,s1,S,r1,0.384,1,1
43,s2,S,r2,0.443,1,1
43,s1,S,r1,0.371,1,1
43,s1,S,r1,0.318,1,1
43,s2,S,r2,0.395,1,1
43,s1,S,r2,0.374,1,0
43,s2,S,r2,0.385,1,1
43,s1,S,r1,0.411,0,1
43,s1,S,r1,0.309,0,1
43,s1,S,r1,0.323,1,1
43,s1,S,r1,0.304,1,1
43,s1,S,r1,0.318,1,1
43,s1,S,r1,0.299,1,1
43,s1,S,r1,0.33,1,1
43,s1,S,r1,0.295,1,1
43,s2,S,r2,0.485,0,1
43,s1,S,r2,0.412,1,0
43,s2,S,r2,0.373,1,1
43,s2,S,r1,0.369,0,0
43,s1,S,r1,0.428,1,1
43,s1,S,r1,0.308,1,1
43,s1,S,r1,0.37,0,1
43,s1,S,r1,0.35,1,1
43,s2,S,r2,0.442,1,1
43,s1,S,r1,0.354,1,1
43,s2,S,r2,0.43,1,1
43,s2,S,r2,0.327,1,1
43,s2,S,r2,0.356,1,1
43,s2,S,r2,0.32,1,1
43,s1,S,r1,0.398,1,1
43,s2,S,r1,0.344,0,0
43,s2,S,r2,0.437,1,1
43,s1,S,r1,0.43,1,1
43,s1,S,r1,0.438,0,1
43,s1,S,r1,0.351,1,1
43,s1,S,r1,0.459,0,1
43,s2,S,r2,0.467,1,1
43,s2,S,r2,0.346,1,1
43,s1,S,r1,0.375,1,1
43,s2,S,r1,0.386,1,0
43,s1,S,r1,0.381,1,1
43,s2,S,r1,0.392,0,0
43,s2,S,r2,0.371,1,1
43,s2,S,r2,0.351,1,1
43,s2,S,r2,0.411,0,1
43,s1,S,r1,0.452,1,1
43,s1,S,r1,0.412,0,1
43,s2,S,r2,0.39,0,1
43,s1,S,r1,0.401,1,1
43,s1,S,r1,0.427,1,1
43,s1,S,r1,0.42,1,1
43,s1,S,r1,0.349,1,1
43,s1,S,r1,0.345,1,1
43,s2,S,r2,0.486,1,1
43,s2,S,r2,0.364,1,1
43,s2,S,r2,0.376,1,1
43,s2,S,r2,0.34,1,1
43,s1,S,r1,0.385,1,1
43,s1,S,r1,0.315,1,1
43,s1,S,r1,0.313,1,1
43,s2,S,r1,0.311,1,0
43,s1,S,r1,0.341,1,1
43,s2,S,r2,0.417,1,1
43,s2,S,r2,0.395,1,1
43,s2,S,r2,0.421,1,1
43,s1,S,r1,0.43,1,1
43,s1,S,r1,0.311,1,1
43,s2,S,r2,0.357,0,1
43,s2,S,r1,0.321,1,0
43,s1,S,r1,0.367,1,1
43,s2,S,r2,0.314,1,1
43,s2,S,r2,0.344,1,1
43,s2,S,r2,0.389,1,1
43,s2,S,r2,0.336,1,1
43,s1,S,r1,0.365,1,1
43,s2,S,r1,0.408,1,0
43,s2,S,r2,0.514,1,1
43,s2,S,r1,0.343,1,0
43,s1,S,r1,0.404,1,1
43,s1,S,r1,0.446,1,1
44,s1,S,r1,0.416,0,1
44,s1,S,r1,0.345,1,1
44,s2,S,r2,0.39,1,1
44,s2,S,r2,0.369,1,1
44,s2,S,r2,0.3,1,1
44,s1,S,r1,0.427,1,1
44,s2,S,r2,0.307,1,1
44,s2,S,r2,0.369,1,1
44,s1,S,r1,0.445,0,1
44,s1,S,r1,0.421,1,1
44,s1,S,r1,0.43,1,1
44,s1,S,r1,0.343,1,1
44,s2,S,r1,0.307,0,0
44,s2,S,r2,0.386,1,1
44,s1,S,r1,0.365,1,1
44,s1,S,r1,0.392,1,1
44,s2,S,r2,0.402,1,1
44,s1,S,r1,0.365,1,1
44,s1,S,r1,0.344,1,1
44,s2,S,r2,0.421,1,1
44,s2,S,r2,0.446,1,1
44,s1,S,r1,0.39,0,1
44,s2,S,r2,0.385,1,1
44,s2,S,r1,0.3,1,0
44,s1,S,r1,0.522,1,1
44,s2,S,r2,0.431,1,1
44,s2,S,r2,0.392,1,1
44,s2,S,r2,0.339,1,1
44,s1,S,r1,0.416,1,1
44,s1,S,r1,0.457,1,1
44,s2,S,r2,0.449,1,1
44,s2,S,r2,0.393,0,1
44,s2,S,r2,0.323,1,1
44,s1,S,r1,0.481,1,1
44,s1,S,r1,0.424,1,1
44,s2,S,r2,0.481,1,1
44,s1,S,r1,0.392,1,1
44,s2,S,r2,0.419,1,1
44,s2,S,r2,0.94,0,1
44,s1,S,r1,0.479,1,1
44,s2,S,r2,0.501,0,1
44,s2,S,r2,0.395,0,1
44,s1,S,r1,0.501,0,1
44,s2,S,r2,0.347,0,1
44,s2,S,r2,0.375,0,1
44,s2,S,r2,0.387,1,1
44,s2,S,r2,0.35,1,1
44,s1,S,r1,0.378,1,1
44,s1,S,r1,0.357,1,1
44,s1,S,r1,0.401,1,1
44,s1,S,r1,0.395,1,1
44,s1,S,r1,0.421,1,1
44,s2,S,r1,0.319,1,0
44,s1,S,r1,0.444,0,1
44,s1,S,r1,0.388,1,1
44,s2,S,r2,0.399,1,1
44,s2,S,r2,0.361,1,1
44,s1,S,r1,0.389,1,1
44,s1,S,r1,0.416,1,1
44,s2,S,r2,0.425,1,1
44,s2,S,r2,0.354,1,1
44,s1,S,r1,0.35,1,1
44,s1,S,r1,0.379,1,1
44,s2,S,r2,0.566,0,1
44,s2,S,r2,0.408,1,1
44,s2,S,r2,0.578,1,1
44,s1,S,r1,0.468,1,1
44,s2,S,r2,0.475,0,1
44,s1,S,r1,0.339,1,1
44,s1,S,r1,0.416,1,1
44,s2,S,r2,0.441,0,1
44,s2,S,r2,0.418,0,1
44,s2,S,r2,0.379,0,1
44,s2,S,r2,0.454,1,1
44,s1,S,r1,0.67,1,1
44,s1,S,r1,0.365,1,1
44,s2,S,r2,0.488,0,1
